Borough,Grade,Category,Year,# Total Days,# Days Absent,# Days Present,% Attendance,# Contributing 10+ Total Days and 1+ Pres Day,# Chronically Absent,% Chronically Absent
Brooklyn,11,Male,2020-21,1718562,267543,1451019,84.4,10028,3769,37.6
Brooklyn,11,Not Poverty,2020-21,759970,78505,681465,89.7,4451,1174,26.4
Brooklyn,11,Poverty,2020-21,2528204,375120,2153084,85.2,14713,5390,36.6
Brooklyn,11,ELL,2020-21,409756,80003,329753,80.5,2415,1129,46.7
Brooklyn,11,Not ELL,2020-21,2878418,373622,2504796,87.0,16749,5435,32.4
Brooklyn,11,All Students,2021-22,3126697,476078,2650619,84.8,18885,8425,44.6
Brooklyn,11,Not SWD,2021-22,2543367,345997,2197370,86.4,15370,6268,40.8
Brooklyn,11,SWD,2021-22,583330,130081,453249,77.7,3515,2157,61.4
Brooklyn,11,Asian,2021-22,604066,49175,554891,91.9,3599,781,21.7
Brooklyn,11,Black,2021-22,1059374,193387,865987,81.7,6442,3449,53.5
Brooklyn,11,Hispanic,2021-22,890030,161774,728256,81.8,5393,2849,52.8
Brooklyn,11,Other,2021-22,78142,10523,67619,86.5,467,192,41.1
Brooklyn,11,White,2021-22,495085,61219,433866,87.6,2984,1154,38.7
Brooklyn,11,Female,2021-22,1477437,221073,1256364,85.0,8933,3996,44.7
Brooklyn,11,Male,2021-22,1649260,255005,1394255,84.5,9952,4429,44.5
Brooklyn,11,Not Poverty,2021-22,771439,90348,681091,88.3,4689,1667,35.6
Brooklyn,11,Poverty,2021-22,2355258,385730,1969528,83.6,14196,6758,47.6
Brooklyn,11,ELL,2021-22,343031,64429,278602,81.2,2133,1087,51.0
Brooklyn,11,Not ELL,2021-22,2783666,411649,2372017,85.2,16752,7338,43.8
Brooklyn,11,All Students,2022-23,2978063,378477,2599586,87.3,18658,6932,37.2
Brooklyn,11,Not SWD,2022-23,2427634,278807,2148827,88.5,15243,5207,34.2
Brooklyn,11,SWD,2022-23,550429,99670,450759,81.9,3415,1725,50.5
Brooklyn,11,Asian,2022-23,574720,40931,533789,92.9,3559,685,19.2
Brooklyn,11,Black,2022-23,967362,140333,827029,85.5,6060,2580,42.6
Brooklyn,11,Hispanic,2022-23,875780,135776,740004,84.5,5514,2534,46.0
Brooklyn,11,Other,2022-23,60666,8111,52555,86.6,379,139,36.7
Brooklyn,11,White,2022-23,499535,53326,446209,89.3,3146,994,31.6
Brooklyn,11,Female,2022-23,1419390,s,s,s,s,s,s
Brooklyn,11,Male,2022-23,1558284,202617,1355667,87.0,9759,3600,36.9
Brooklyn,11,Neither male nor female,2022-23,389,s,s,s,s,s,s
Brooklyn,11,Not Poverty,2022-23,717234,65941,651293,90.8,4512,1205,26.7
Brooklyn,11,Poverty,2022-23,2260829,312536,1948293,86.2,14146,5727,40.5
Brooklyn,11,ELL,2022-23,335673,52074,283599,84.5,2229,1014,45.5
Brooklyn,11,Not ELL,2022-23,2642390,326403,2315987,87.6,16429,5918,36.0
Brooklyn,11,All Students,2023-24,3105093,379269,2725824,87.8,19274,6851,35.5
Brooklyn,11,Not SWD,2023-24,2538212,276460,2261752,89.1,15785,5067,32.1
Brooklyn,11,SWD,2023-24,566881,102809,464072,81.9,3496,1788,51.1
Brooklyn,11,Asian,2023-24,615036,37291,577745,93.9,3752,605,16.1
Brooklyn,11,Black,2023-24,965521,140336,825185,85.5,6033,2521,41.8
Brooklyn,11,Hispanic,2023-24,925134,138961,786173,85.0,5778,2576,44.6
Brooklyn,11,Other,2023-24,83920,9945,73975,88.1,513,187,36.5
Brooklyn,11,White,2023-24,515482,52736,462746,89.8,3203,967,30.2
Brooklyn,11,Female,2023-24,1487596,s,s,s,s,s,s
Brooklyn,11,Male,2023-24,1616969,204818,1412151,87.3,10024,3596,35.9
Brooklyn,11,Neither male nor female,2023-24,528,s,s,s,s,s,s
Brooklyn,11,Not Poverty,2023-24,679352,57775,621577,91.5,4250,1031,24.3
Brooklyn,11,Poverty,2023-24,2425741,321494,2104247,86.7,15040,5832,38.8
Brooklyn,11,ELL,2023-24,392427,60921,331506,84.5,2568,1151,44.8
Brooklyn,11,Not ELL,2023-24,2712666,318348,2394318,88.3,16706,5700,34.1
Brooklyn,12,All Students,2018-19,3197685,480316,2717369,85.0,19749,8772,44.4
Brooklyn,12,Not SWD,2018-19,2588677,361381,2227296,86.0,15979,6704,42.0
Brooklyn,12,SWD,2018-19,609008,118935,490073,80.5,3770,2068,54.9
Brooklyn,12,Asian,2018-19,595117,55659,539458,90.6,3640,951,26.1
Brooklyn,12,Black,2018-19,1245786,210128,1035658,83.1,7733,3911,50.6
Brooklyn,12,Hispanic,2018-19,799294,143093,656201,82.1,4955,2550,51.5
Brooklyn,12,Other,2018-19,56959,7866,49093,86.2,348,144,41.4
Brooklyn,12,White,2018-19,500529,63570,436959,87.3,3073,1216,39.6
Brooklyn,12,Female,2018-19,1512358,219830,1292528,85.5,9342,4165,44.6
Brooklyn,12,Male,2018-19,1685327,260486,1424841,84.5,10407,4607,44.3
Brooklyn,12,Not Poverty,2018-19,712697,91224,621473,87.2,4393,1684,38.3
Brooklyn,12,Poverty,2018-19,2484988,389092,2095896,84.3,15356,7088,46.2
Brooklyn,12,ELL,2018-19,280379,61168,219211,78.2,1751,953,54.4
Brooklyn,12,Not ELL,2018-19,2917306,419148,2498158,85.6,17998,7819,43.4
Brooklyn,12,All Students,2019-20,2163920,321919,1842001,85.1,19824,8112,40.9
Brooklyn,12,Not SWD,2019-20,1754815,240993,1513822,86.3,16111,6169,38.3
Brooklyn,12,SWD,2019-20,409105,80926,328179,80.2,3713,1943,52.3
Brooklyn,12,Asian,2019-20,396544,34856,361688,91.2,3628,873,24.1
Brooklyn,12,Black,2019-20,828531,140208,688323,83.1,7609,3564,46.8
Brooklyn,12,Hispanic,2019-20,564031,102094,461937,81.9,5152,2466,47.9
Brooklyn,12,Other,2019-20,36850,4861,31989,86.8,338,124,36.7
Brooklyn,12,White,2019-20,337964,39900,298064,88.2,3097,1085,35.0
Brooklyn,12,Female,2019-20,1026577,143128,883449,86.1,9414,3834,40.7
Brooklyn,12,Male,2019-20,1137343,178791,958552,84.3,10410,4278,41.1
Brooklyn,12,Not Poverty,2019-20,472324,56591,415733,88.0,4329,1445,33.4
Brooklyn,12,Poverty,2019-20,1691596,265328,1426268,84.3,15495,6667,43.0
Brooklyn,12,ELL,2019-20,188063,45467,142596,75.8,1711,950,55.5
Brooklyn,12,Not ELL,2019-20,1975857,276452,1699405,86.0,18113,7162,39.5
Brooklyn,12,All Students,2020-21,3340916,583800,2757116,82.5,19868,8622,43.4
Brooklyn,12,Not SWD,2020-21,2676474,423654,2252820,84.2,15911,6399,40.2
Brooklyn,12,SWD,2020-21,664442,160146,504296,75.9,3957,2223,56.2
Brooklyn,12,Asian,2020-21,638158,67147,571011,89.5,3728,909,24.4
Brooklyn,12,Black,2020-21,1210472,235709,974763,80.5,7259,3543,48.8
Brooklyn,12,Hispanic,2020-21,872428,192813,679615,77.9,5242,2820,53.8
Brooklyn,12,Other,2020-21,65361,8862,56499,86.4,387,140,36.2
Brooklyn,12,White,2020-21,554497,79269,475228,85.7,3252,1210,37.2
Brooklyn,12,Female,2020-21,1549763,229931,1319832,85.2,9228,3599,39.0
Brooklyn,12,Male,2020-21,1791153,353869,1437284,80.2,10640,5023,47.2
Brooklyn,12,Not Poverty,2020-21,747063,99828,647235,86.6,4416,1541,34.9
Brooklyn,12,Poverty,2020-21,2593853,483972,2109881,81.3,15452,7081,45.8
Brooklyn,12,ELL,2020-21,345217,90119,255098,73.9,2075,1204,58.0
Brooklyn,12,Not ELL,2020-21,2995699,493681,2502018,83.5,17793,7418,41.7
Brooklyn,12,All Students,2021-22,3242306,624113,2618193,80.8,19882,11559,58.1
Brooklyn,12,Not SWD,2021-22,2567061,462598,2104463,82.0,15762,8768,55.6
Brooklyn,12,SWD,2021-22,675245,161515,513730,76.1,4120,2791,67.7
Brooklyn,12,Asian,2021-22,639998,81465,558533,87.3,3825,1525,39.9
Brooklyn,12,Black,2021-22,1112679,233630,879049,79.0,6896,4217,61.2
Brooklyn,12,Hispanic,2021-22,890086,201628,688458,77.3,5539,3628,65.5
Brooklyn,12,Other,2021-22,72048,12707,59341,82.4,445,260,58.4
Brooklyn,12,White,2021-22,527495,94683,432812,82.1,3177,1929,60.7
Brooklyn,12,Female,2021-22,1512460,289001,1223459,80.9,9313,5605,60.2
Brooklyn,12,Male,2021-22,1729846,335112,1394734,80.6,10569,5954,56.3
Brooklyn,12,Not Poverty,2021-22,750290,122327,627963,83.7,4604,2448,53.2
Brooklyn,12,Poverty,2021-22,2492016,501786,1990230,79.9,15278,9111,59.6
Brooklyn,12,ELL,2021-22,394048,87323,306725,77.8,2403,1481,61.6
Brooklyn,12,Not ELL,2021-22,2848258,536790,2311468,81.2,17479,10078,57.7
Brooklyn,12,All Students,2022-23,3060185,489788,2570397,84.0,19342,9551,49.4
Brooklyn,12,Not SWD,2022-23,2421591,362135,2059456,85.0,15331,7193,46.9
Brooklyn,12,SWD,2022-23,638594,127653,510941,80.0,4011,2358,58.8
Brooklyn,12,Asian,2022-23,598257,64075,534182,89.3,3723,1169,31.4
Brooklyn,12,Black,2022-23,1042986,183002,859984,82.5,6644,3572,53.8
Brooklyn,12,Hispanic,2022-23,868789,163160,705629,81.2,5544,3151,56.8
Brooklyn,12,Other,2022-23,55982,8578,47404,84.7,356,187,52.5
Brooklyn,12,White,2022-23,494171,70973,423198,85.6,3075,1472,47.9
Brooklyn,12,Female,2022-23,1422051,227183,1194868,84.0,9013,4555,50.5
Brooklyn,12,Male,2022-23,1637148,262392,1374756,84.0,10323,4994,48.4
Brooklyn,12,Neither male nor female,2022-23,986,213,773,78.4,6,2,33.3
Brooklyn,12,Not Poverty,2022-23,683041,86942,596099,87.3,4296,1791,41.7
Brooklyn,12,Poverty,2022-23,2377144,402846,1974298,83.1,15046,7760,51.6
Brooklyn,12,ELL,2022-23,300854,59770,241084,80.1,1922,1124,58.5
Brooklyn,12,Not ELL,2022-23,2759331,430018,2329313,84.4,17420,8427,48.4
Brooklyn,12,All Students,2023-24,3096506,470031,2626475,84.8,19302,9045,46.9
Brooklyn,12,Not SWD,2023-24,2451553,346341,2105212,85.9,15324,6764,44.1
Brooklyn,12,SWD,2023-24,644953,123690,521263,80.8,3979,2281,57.3
Brooklyn,12,Asian,2023-24,595270,62390,532880,89.5,3642,1112,30.5
Brooklyn,12,Black,2023-24,1019557,165002,854555,83.8,6416,3207,50.0
Brooklyn,12,Hispanic,2023-24,908645,160774,747871,82.3,5707,3057,53.6
Brooklyn,12,Other,2023-24,61889,9200,52689,85.1,388,164,42.3
Brooklyn,12,White,2023-24,511145,72665,438480,85.8,3152,1506,47.8
Brooklyn,12,Female,2023-24,1451877,216813,1235064,85.1,9069,4350,48.0
Brooklyn,12,Male,2023-24,1643543,252993,1390550,84.6,10226,4692,45.9
Brooklyn,12,Neither male nor female,2023-24,1086,225,861,79.3,7,3,42.9
Brooklyn,12,Not Poverty,2023-24,655321,77751,577570,88.1,4070,1550,38.1
Brooklyn,12,Poverty,2023-24,2441185,392280,2048905,83.9,15243,7502,49.2
Brooklyn,12,ELL,2023-24,301072,60479,240593,79.9,1913,1062,55.5
Brooklyn,12,Not ELL,2023-24,2795434,409552,2385882,85.3,17389,7983,45.9
Brooklyn,9,All Students,2018-19,3667899,429711,3238188,88.3,23005,6701,29.1
Brooklyn,9,Not SWD,2018-19,2879713,276938,2602775,90.4,18138,4402,24.3
Brooklyn,9,SWD,2018-19,788186,152773,635413,80.6,4867,2299,47.2
Brooklyn,9,Asian,2018-19,664396,36779,627617,94.5,4125,542,13.1
Brooklyn,9,Black,2018-19,1265456,175241,1090215,86.2,7917,2727,34.4
Brooklyn,9,Hispanic,2018-19,1060144,154906,905238,85.4,6759,2505,37.1
Brooklyn,9,Other,2018-19,90388,9513,80875,89.5,566,129,22.8
Brooklyn,9,White,2018-19,587515,53272,534243,90.9,3638,798,21.9
Brooklyn,9,Female,2018-19,1674360,172146,1502214,89.7,10481,2804,26.8
Brooklyn,9,Male,2018-19,1993539,257565,1735974,87.1,12524,3897,31.1
Brooklyn,9,Not Poverty,2018-19,805940,72002,733938,91.1,5113,1063,20.8
Brooklyn,9,Poverty,2018-19,2861959,357709,2504250,87.5,17892,5638,31.5
Brooklyn,9,ELL,2018-19,513096,74955,438141,85.4,3507,1320,37.6
Brooklyn,9,Not ELL,2018-19,3154803,354756,2800047,88.8,19498,5381,27.6
Brooklyn,9,All Students,2019-20,2462842,279427,2183415,88.7,23003,6675,29.0
Brooklyn,9,Not SWD,2019-20,1930446,180017,1750429,90.7,18111,4472,24.7
Brooklyn,9,SWD,2019-20,532396,99410,432986,81.3,4892,2203,45.0
Brooklyn,9,Asian,2019-20,443828,26595,417233,94.0,4138,615,14.9
Brooklyn,9,Black,2019-20,829696,109363,720333,86.8,7757,2692,34.7
Brooklyn,9,Hispanic,2019-20,741142,104011,637131,86.0,6937,2467,35.6
Brooklyn,9,Other,2019-20,63266,6708,56558,89.4,586,143,24.4
Brooklyn,9,White,2019-20,384910,32750,352160,91.5,3585,758,21.1
Brooklyn,9,Female,2019-20,1124585,112662,1011923,90.0,10478,2874,27.4
Brooklyn,9,Male,2019-20,1338257,166765,1171492,87.5,12525,3801,30.3
Brooklyn,9,Not Poverty,2019-20,542027,42150,499877,92.2,5080,961,18.9
Brooklyn,9,Poverty,2019-20,1920815,237277,1683538,87.6,17923,5714,31.9
Brooklyn,9,ELL,2019-20,328073,49637,278436,84.9,3231,1246,38.6
Brooklyn,9,Not ELL,2019-20,2134769,229790,1904979,89.2,19772,5429,27.5
Brooklyn,9,All Students,2020-21,3757082,599459,3157623,84.0,22085,8257,37.4
Brooklyn,9,Not SWD,2020-21,2943265,403021,2540244,86.3,17325,5727,33.1
Brooklyn,9,SWD,2020-21,813817,196438,617379,75.9,4760,2530,53.2
Brooklyn,9,Asian,2020-21,688773,63022,625751,90.9,4001,789,19.7
Brooklyn,9,Black,2020-21,1233024,220498,1012526,82.1,7260,3180,43.8
Brooklyn,9,Hispanic,2020-21,1121812,227860,893952,79.7,6636,3106,46.8
Brooklyn,9,Other,2020-21,127007,15042,111965,88.2,756,222,29.4
Brooklyn,9,White,2020-21,586466,73037,513429,87.5,3432,960,28.0
Brooklyn,9,Female,2020-21,1737040,235409,1501631,86.4,10198,3377,33.1
Brooklyn,9,Male,2020-21,2020042,364050,1655992,82.0,11887,4880,41.1
Brooklyn,9,Not Poverty,2020-21,829612,92813,736799,88.8,4939,1305,26.4
Brooklyn,9,Poverty,2020-21,2927470,506646,2420824,82.7,17146,6952,40.5
Brooklyn,9,ELL,2020-21,466230,114645,351585,75.4,2823,1518,53.8
Brooklyn,9,Not ELL,2020-21,3290852,484814,2806038,85.3,19262,6739,35.0
Brooklyn,9,All Students,2021-22,3601500,510264,3091236,85.8,22241,8920,40.1
Brooklyn,9,Not SWD,2021-22,2804808,337280,2467528,88.0,17390,6054,34.8
Brooklyn,9,SWD,2021-22,796692,172984,623708,78.3,4851,2866,59.1
Brooklyn,9,Asian,2021-22,683649,53199,630450,92.2,4120,799,19.4
Brooklyn,9,Black,2021-22,1139438,182904,956534,83.9,7059,3281,46.5
Brooklyn,9,Hispanic,2021-22,1117778,194968,922810,82.6,6972,3390,48.6
Brooklyn,9,Other,2021-22,107612,11795,95817,89.0,655,217,33.1
Brooklyn,9,White,2021-22,553023,67398,485625,87.8,3435,1233,35.9
Brooklyn,9,Female,2021-22,1680617,221283,1459334,86.8,10353,4024,38.9
Brooklyn,9,Male,2021-22,1920883,288981,1631902,85.0,11888,4896,41.2
Brooklyn,9,Not Poverty,2021-22,866785,86900,779885,90.0,5452,1534,28.1
Brooklyn,9,Poverty,2021-22,2734715,423364,2311351,84.5,16789,7386,44.0
Brooklyn,9,ELL,2021-22,498513,84998,413515,82.9,3327,1573,47.3
Brooklyn,9,Not ELL,2021-22,3102987,425266,2677721,86.3,18914,7347,38.8
Brooklyn,9,All Students,2022-23,3449588,436252,3013336,87.4,22158,7821,35.3
Brooklyn,9,Not SWD,2022-23,2704977,295428,2409549,89.1,17491,5452,31.2
Brooklyn,9,SWD,2022-23,744611,140824,603787,81.1,4667,2369,50.8
Brooklyn,9,Asian,2022-23,633435,43551,589884,93.1,3975,682,17.2
Brooklyn,9,Black,2022-23,1037930,142566,895364,86.3,6661,2577,38.7
Brooklyn,9,Hispanic,2022-23,1057884,166968,890916,84.2,6887,2988,43.4
Brooklyn,9,Other,2022-23,169289,19860,149429,88.3,1087,397,36.5
Brooklyn,9,White,2022-23,551050,63307,487743,88.5,3548,1177,33.2
Brooklyn,9,Female,2022-23,1608214,s,s,s,s,s,s
Brooklyn,9,Male,2022-23,1840720,244635,1596085,86.7,11831,4212,35.6
Brooklyn,9,Neither male nor female,2022-23,654,s,s,s,s,s,s
Brooklyn,9,Not Poverty,2022-23,749770,69646,680124,90.7,4872,1159,23.8
Brooklyn,9,Poverty,2022-23,2699818,366606,2333212,86.4,17286,6662,38.5
Brooklyn,9,ELL,2022-23,528531,84794,443737,84.0,3742,1652,44.1
Brooklyn,9,Not ELL,2022-23,2921057,351458,2569599,88.0,18416,6169,33.5
Brooklyn,9,All Students,2023-24,3556568,461318,3095250,87.0,22921,8106,35.4
Brooklyn,9,Not SWD,2023-24,2784615,311123,2473492,88.8,18110,5702,31.5
Brooklyn,9,SWD,2023-24,771953,150195,621758,80.5,4821,2413,50.1
Brooklyn,9,Asian,2023-24,639937,46364,593573,92.8,3994,715,17.9
Brooklyn,9,Black,2023-24,1076589,155873,920716,85.5,6897,2736,39.7
Brooklyn,9,Hispanic,2023-24,1157640,181867,975773,84.3,7691,3285,42.7
Brooklyn,9,Other,2023-24,141212,15702,125510,88.9,891,259,29.1
Brooklyn,9,White,2023-24,541190,61512,479678,88.6,3453,1115,32.3
Brooklyn,9,Female,2023-24,1630422,197577,1432845,87.9,10509,3619,34.4
Brooklyn,9,Male,2023-24,1924584,263566,1661018,86.3,12402,4484,36.2
Brooklyn,9,Neither male nor female,2023-24,1562,175,1387,88.8,10,3,30.0
Brooklyn,9,Not Poverty,2023-24,654301,57058,597243,91.3,4288,979,22.8
Brooklyn,9,Poverty,2023-24,2902267,404260,2498007,86.1,18669,7148,38.3
Brooklyn,9,ELL,2023-24,620369,97270,523099,84.3,4509,1973,43.8
Brooklyn,9,Not ELL,2023-24,2936199,364048,2572151,87.6,18412,6132,33.3
Manhattan,9,All Students,2016-17,2548152,263062,2283699,88.4,16227,4329,30.5
Manhattan,9,Asian,2016-17,342029,8058,299884,94.6,1910,98,12.3
Manhattan,9,Black,2016-17,584042,72937,486657,87.6,3605,1261,32.8
Manhattan,9,ELL,2016-17,265752,33886,208935,84.5,1633,577,39.5
Manhattan,9,Female,2016-17,1380670,130067,1248606,89.0,8754,2161,29.4
Manhattan,9,Hispanic,2016-17,1206652,151190,1035169,87.6,7610,2546,32.5
Manhattan,9,Male,2016-17,1167471,131557,1025032,87.9,7397,2135,31.0
Manhattan,9,Not ELL,2016-17,2282400,181922,1335289,87.4,9681,2944,33.4
Manhattan,9,Not Poverty,2016-17,772579,50236,699537,89.3,4679,653,23.6
Manhattan,9,Not SWD,2016-17,2048765,173572,1804194,89.9,12556,2824,26.4
Manhattan,9,Other,2016-17,87777,3134,52701,93.4,350,31,11.0
Manhattan,9,Poverty,2016-17,1775573,190376,1433771,88.6,10385,3283,31.2
Manhattan,9,SWD,2016-17,499387,82290,396666,83.4,3082,1360,42.6
Manhattan,9,White,2016-17,327652,11293,267793,94.1,1728,109,14.2
Manhattan,9,All Students,2017-18,2487287,246991,2235847,88.4,15787,4144,31.4
Manhattan,9,Asian,2017-18,339343,8023,300620,95.1,1903,100,12.4
Manhattan,9,Black,2017-18,515758,66381,429332,86.8,3224,1202,36.7
Manhattan,9,ELL,2017-18,268465,31024,192642,84.3,1483,550,41.5
Manhattan,9,Female,2017-18,1316064,122465,1190440,89.0,8333,2051,29.9
Manhattan,9,Hispanic,2017-18,1185669,145234,1035220,87.6,7548,2457,32.6
Manhattan,9,Male,2017-18,1171221,123106,1036149,88.1,7389,2062,31.5
Manhattan,9,Not ELL,2017-18,2218822,153236,1254688,87.5,8975,2448,32.7
Manhattan,9,Not Poverty,2017-18,731581,37829,683995,91.7,4490,503,20.8
Manhattan,9,Not SWD,2017-18,1985805,157631,1630620,89.8,11339,2634,27.3
Manhattan,9,Other,2017-18,97344,2887,59459,94.5,387,31,12.5
Manhattan,9,Poverty,2017-18,1755706,191293,1424012,88.2,10338,3262,31.8
Manhattan,9,SWD,2017-18,501482,81574,407854,83.6,3142,1382,42.6
Manhattan,9,White,2017-18,349173,13811,300305,93.4,1948,162,17.2
Manhattan,10,All Students,2016-17,2353492,239182,2097113,88.2,14927,4244,33.1
Manhattan,10,Asian,2016-17,327339,9329,282823,94.8,1815,118,11.9
Manhattan,10,Black,2016-17,535933,64582,439960,87.3,3268,1184,36.3
Manhattan,10,ELL,2016-17,249452,31432,192646,83.0,1480,572,45.3
Manhattan,10,Female,2016-17,1285896,122768,1159197,88.7,8155,2219,32.6
Manhattan,10,Hispanic,2016-17,1104799,134169,953916,87.9,7003,2458,34.4
Manhattan,10,Male,2016-17,1067596,115915,945817,88.0,6821,2013,32.5
Manhattan,10,Not ELL,2016-17,2104040,142253,1180603,87.9,8453,2327,34.6
Manhattan,10,Not Poverty,2016-17,749865,55278,681279,88.8,4641,832,28.2
Manhattan,10,Not SWD,2016-17,1954085,162573,1537727,89.3,10875,2828,30.7
Manhattan,10,Other,2016-17,75392,2076,37765,94.2,246,26,12.1
Manhattan,10,Poverty,2016-17,1603627,161619,1303435,88.6,9374,2790,32.0
Manhattan,10,SWD,2016-17,399407,67191,318847,83.1,2494,1179,45.6
Manhattan,10,White,2016-17,310029,12332,252053,94.1,1648,137,13.3
Manhattan,10,All Students,2017-18,2395119,245065,2149237,88.0,15224,4346,34.2
Manhattan,10,Asian,2017-18,345404,10924,301538,93.9,1931,147,15.8
Manhattan,10,Black,2017-18,528883,65377,448006,87.2,3307,1213,36.3
Manhattan,10,ELL,2017-18,253986,32965,195083,83.5,1507,529,43.8
Manhattan,10,Female,2017-18,1302962,120721,1180823,88.5,8247,2234,34.4
Manhattan,10,Hispanic,2017-18,1114981,136356,963558,87.5,7050,2490,36.4
Manhattan,10,Male,2017-18,1092157,123876,964342,87.1,6950,2102,34.0
Manhattan,10,Not ELL,2017-18,2141133,146858,1297684,88.2,9202,2539,34.1
Manhattan,10,Not Poverty,2017-18,708271,43904,641487,90.5,4285,654,24.6
Manhattan,10,Not SWD,2017-18,1979051,169265,1727459,89.4,12012,3021,30.6
Manhattan,10,Other,2017-18,81840,2573,44399,93.6,290,32,12.9
Manhattan,10,Poverty,2017-18,1686848,173599,1322280,87.9,9533,3162,34.4
Manhattan,10,SWD,2017-18,416068,67327,339226,83.5,2628,1185,45.1
Manhattan,10,White,2017-18,324011,12509,254318,94.0,1643,141,14.1
Manhattan,11,All Students,2016-17,2079774,186549,1892892,89.5,13084,3369,31.3
Manhattan,11,Asian,2016-17,333542,11016,284945,94.6,1829,148,13.5
Manhattan,11,Black,2016-17,455127,46961,384317,88.6,2736,870,32.2
Manhattan,11,ELL,2016-17,145529,13874,88671,84.4,661,261,44.7
Manhattan,11,Female,2016-17,1137299,95327,1030388,89.6,7091,1730,31.8
Manhattan,11,Hispanic,2016-17,945512,101044,829898,89.0,5891,1912,33.4
Manhattan,11,Male,2016-17,942475,88727,843490,89.4,5861,1598,30.9
Manhattan,11,Not ELL,2016-17,1934245,82282,994748,90.0,6763,1116,26.3
Manhattan,11,Not Poverty,2016-17,693806,49389,633474,88.9,4265,781,29.2
Manhattan,11,Not SWD,2016-17,1780817,133024,1495955,90.1,10233,2373,29.9
Manhattan,11,Other,2016-17,60516,1668,28187,93.3,184,19,13.3
Manhattan,11,Poverty,2016-17,1385968,120486,1120521,89.6,7817,2191,30.8
Manhattan,11,SWD,2016-17,298957,41279,242024,85.6,1803,763,42.0
Manhattan,11,White,2016-17,285077,13052,235789,93.1,1545,178,18.2
Manhattan,11,All Students,2017-18,2062766,191023,1871147,89.3,12885,3487,32.1
Manhattan,11,Asian,2017-18,320345,10921,278616,94.5,1778,143,13.7
Manhattan,11,Black,2017-18,447359,45366,369421,88.9,2613,892,35.1
Manhattan,11,ELL,2017-18,173421,15773,92817,82.2,690,270,46.2
Manhattan,11,Female,2017-18,1140320,99495,1038594,89.5,7099,1871,32.0
Manhattan,11,Hispanic,2017-18,930783,103191,807547,88.8,5730,1948,33.9
Manhattan,11,Male,2017-18,922446,89124,823604,89.4,5715,1579,31.5
Manhattan,11,Not ELL,2017-18,1889345,88305,851987,88.8,5864,1248,33.4
Manhattan,11,Not Poverty,2017-18,618790,39090,568045,91.6,3757,612,24.2
Manhattan,11,Not SWD,2017-18,1760402,128642,1346929,90.3,9228,2408,30.0
Manhattan,11,Other,2017-18,64476,1920,30794,93.6,199,22,13.6
Manhattan,11,Poverty,2017-18,1443976,125313,1124997,89.7,7818,2350,31.3
Manhattan,11,SWD,2017-18,302364,44446,249536,85.7,1847,794,41.4
Manhattan,11,White,2017-18,299803,13816,243491,93.6,1581,190,16.5
Manhattan,12,All Students,2016-17,2011351,262510,1748122,85.4,12560,5019,45.8
Manhattan,12,Asian,2016-17,320844,17189,264305,91.7,1734,275,26.1
Manhattan,12,Black,2016-17,461650,64084,369801,84.7,2725,1251,47.8
Manhattan,12,ELL,2016-17,108892,20110,69867,77.4,573,336,60.3
Manhattan,12,Female,2016-17,1085715,134872,950681,85.1,6759,2698,48.3
Manhattan,12,Hispanic,2016-17,922867,141997,778234,84.4,5790,2743,49.3
Manhattan,12,Male,2016-17,925636,127638,797441,85.5,5801,2321,43.2
Manhattan,12,Not ELL,2016-17,1902459,137040,1062625,86.4,7437,2460,40.9
Manhattan,12,Not Poverty,2016-17,685924,81322,600621,83.5,4208,1370,42.8
Manhattan,12,Not SWD,2016-17,1707662,174706,1202449,85.7,8625,3455,46.1
Manhattan,12,Other,2016-17,42726,1488,17749,92.0,118,30,30.9
Manhattan,12,Poverty,2016-17,1325427,166816,1067540,85.4,7733,3287,47.4
Manhattan,12,SWD,2016-17,303689,47925,210613,82.4,1618,844,50.1
Manhattan,12,White,2016-17,263264,20014,203728,89.3,1373,365,34.7
Manhattan,12,All Students,2017-18,2060385,265742,1793589,86.0,12759,5151,45.0
Manhattan,12,Asian,2017-18,331661,21402,271414,90.6,1798,347,26.5
Manhattan,12,Black,2017-18,445974,57713,358316,86.1,2597,1175,46.3
Manhattan,12,ELL,2017-18,113199,23531,73212,73.1,599,366,63.0
Manhattan,12,Female,2017-18,1125593,139053,986540,85.9,6963,2809,46.4
Manhattan,12,Hispanic,2017-18,945846,144755,788987,84.6,5807,2832,49.3
Manhattan,12,Male,2017-18,934792,126689,807049,85.8,5796,2342,43.6
Manhattan,12,Not ELL,2017-18,1947186,132766,1033842,87.0,7187,2463,40.1
Manhattan,12,Not Poverty,2017-18,616678,60270,546980,87.2,3731,1128,40.0
Manhattan,12,Not SWD,2017-18,1740502,175993,1229498,86.4,8731,3495,44.2
Manhattan,12,Other,2017-18,53956,1990,18842,90.4,127,30,29.3
Manhattan,12,Poverty,2017-18,1443707,176047,1091656,85.7,7867,3393,45.2
Manhattan,12,SWD,2017-18,319883,53137,240486,83.0,1813,999,53.9
Manhattan,12,White,2017-18,282948,22066,219330,88.1,1477,420,37.5
Manhattan,10,All Students,2018-19,2575153,288993,2286160,88.8,16211,5097,31.4
Manhattan,10,Not SWD,2018-19,2101953,208585,1893368,90.1,13239,3720,28.1
Manhattan,10,SWD,2018-19,473200,80408,392792,83.0,2972,1377,46.3
